,id,gender,own_car,own_house,income,income_type,education,family_status,housing_type,occupation_type,count_fam_mem,years_employed,age,total_due_months,status
36308,5104957,M,Y,Y,180000.0,Working,Secondary education,Married,Own House,Drivers,2,6.6,59.4,10,0
36309,5104958,M,Y,Y,180000.0,Working,Secondary education,Married,Own House,Drivers,2,6.6,59.4,22,0
36310,5104959,M,Y,Y,180000.0,Working,Secondary education,Married,Own House,Drivers,2,6.6,59.4,10,0
36311,5104960,M,Y,Y,180000.0,Working,Secondary education,Married,Own House,Drivers,2,6.6,59.4,25,1
36312,5104961,M,Y,Y,180000.0,Working,Secondary education,Married,Own House,Drivers,2,6.6,59.4,10,0
36313,5104962,F,N,Y,112500.0,Working,Secondary education,Married,Own House,Others,2,12.35,48.8,42,1
36314,5104963,F,N,Y,112500.0,Working,Secondary education,Married,Own House,Others,2,12.35,48.8,43,1
36315,5104964,F,N,Y,112500.0,Working,Secondary education,Married,Own House,Others,2,12.35,48.8,43,1
36316,5104965,F,N,Y,112500.0,Working,Secondary education,Married,Own House,Others,2,12.35,48.8,42,1
36317,5104966,M,N,Y,276750.0,Commercial associate,Secondary education,Single / not married,Own House,Managers,1,2.1,24.0,11,1
36318,5104967,M,N,Y,276750.0,Commercial associate,Secondary education,Single / not married,Own House,Managers,1,2.1,24.0,5,1
36319,5104968,M,Y,N,225000.0,Working,Higher education,Married,Own House,Others,2,5.0,53.2,16,0
36320,5104969,M,Y,N,225000.0,Working,Higher education,Married,Own House,Others,2,5.0,53.2,41,0
36321,5104970,M,Y,N,225000.0,Working,Higher education,Married,Own House,Others,2,5.0,53.2,55,1
36322,5104972,M,Y,N,225000.0,Working,Higher education,Married,Own House,Others,2,5.0,53.2,8,0
36323,5104973,M,Y,N,225000.0,Working,Higher education,Married,Own House,Others,2,5.0,53.2,48,1
36324,5104974,M,Y,N,225000.0,Working,Higher education,Married,Own House,Others,2,5.0,53.2,16,1
36325,5104975,M,Y,N,225000.0,Working,Higher education,Married,Own House,Others,2,5.0,53.2,46,1
36326,5104976,M,Y,N,225000.0,Working,Higher education,Married,Own House,Others,2,5.0,53.2,30,1
36327,5104977,M,Y,N,225000.0,Working,Higher education,Married,Own House,Others,2,5.0,53.2,21,1
36328,5104978,M,Y,N,225000.0,Working,Higher education,Married,Own House,Others,2,5.0,53.2,41,0
36329,5104979,M,Y,N,225000.0,Working,Higher education,Married,Own House,Others,2,5.0,53.2,28,0
36330,5104981,F,N,N,112500.0,Pensioner,Secondary education,Separated,Municipal apartment,Unemployed,1,0.0,59.3,42,0
36331,5104982,F,N,N,112500.0,Pensioner,Secondary education,Separated,Municipal apartment,Unemployed,1,0.0,59.3,50,0
36332,5104983,F,N,N,112500.0,Pensioner,Secondary education,Separated,Municipal apartment,Unemployed,1,0.0,59.3,50,0
36333,5104984,F,N,N,112500.0,Pensioner,Secondary education,Separated,Municipal apartment,Unemployed,1,0.0,59.3,43,1
36334,5104985,F,N,N,112500.0,Pensioner,Secondary education,Separated,Municipal apartment,Unemployed,1,0.0,59.3,29,0
36335,5104986,F,N,N,112500.0,Pensioner,Secondary education,Separated,Municipal apartment,Unemployed,1,0.0,59.3,24,0
36336,5104987,F,N,N,112500.0,Pensioner,Secondary education,Separated,Municipal apartment,Unemployed,1,0.0,59.3,13,0
36337,5104989,M,N,N,112500.0,Working,Secondary education,Married,Own House,Laborers,3,4.7,39.6,37,1
36338,5104990,M,N,N,112500.0,Working,Secondary education,Married,Own House,Laborers,3,4.7,39.6,37,1
36339,5104993,F,N,Y,180000.0,Commercial associate,Secondary education,Civil marriage,Own House,High skill tech staff,2,1.8,50.0,10,1
36340,5104997,M,Y,Y,216000.0,Working,Secondary education,Married,Rented apartment,Laborers,3,4.0,46.7,38,1
36341,5104998,M,Y,Y,216000.0,Working,Secondary education,Married,Rented apartment,Laborers,3,4.0,46.7,43,1
36342,5104999,M,Y,Y,216000.0,Working,Secondary education,Married,Rented apartment,Laborers,3,4.0,46.7,43,1
36343,5105000,M,Y,Y,216000.0,Working,Secondary education,Married,Rented apartment,Laborers,3,4.0,46.7,40,1
36344,5105003,M,Y,Y,216000.0,Working,Secondary education,Married,Rented apartment,Laborers,3,4.0,46.7,36,1
36345,5105004,M,Y,Y,216000.0,Working,Secondary education,Married,Rented apartment,Laborers,3,4.0,46.7,11,1
36346,5105005,M,Y,Y,216000.0,Working,Secondary education,Married,Rented apartment,Laborers,3,4.0,46.7,48,1
36347,5105006,M,Y,Y,216000.0,Working,Secondary education,Married,Rented apartment,Laborers,3,4.0,46.7,11,0
36348,5105007,M,Y,Y,216000.0,Working,Secondary education,Married,Rented apartment,Laborers,3,4.0,46.7,41,1
36349,5105011,M,Y,Y,216000.0,Working,Secondary education,Married,Rented apartment,Laborers,3,4.0,46.7,43,1
36350,5105012,M,Y,Y,216000.0,Working,Secondary education,Married,Rented apartment,Laborers,3,4.0,46.7,22,1
36351,5105013,M,Y,Y,216000.0,Working,Secondary education,Married,Rented apartment,Laborers,3,4.0,46.7,5,0
36352,5105014,M,Y,Y,216000.0,Working,Secondary education,Married,Rented apartment,Laborers,3,4.0,46.7,3,1
36354,5105015,F,N,Y,247500.0,Working,Higher education,Married,Own House,Sales staff,2,1.9,48.5,5,0
36355,5105017,F,N,Y,247500.0,Working,Higher education,Married,Own House,Sales staff,2,1.9,48.5,57,0
36356,5105018,F,N,Y,247500.0,Working,Higher education,Married,Own House,Sales staff,2,1.9,48.5,57,0
36357,5105019,F,N,Y,247500.0,Working,Higher education,Married,Own House,Sales staff,2,1.9,48.5,8,0
36358,5105020,F,Y,Y,117000.0,Commercial associate,Secondary education,Married,Own House,Low-skill Laborers,2,12.35,51.7,25,1
36359,5105022,F,Y,Y,117000.0,Commercial associate,Secondary education,Married,Own House,Low-skill Laborers,2,12.35,51.7,32,1
36362,5105023,M,N,Y,225000.0,Working,Higher education,Married,Own House,Laborers,2,9.2,31.8,3,1
36363,5105026,M,N,Y,225000.0,Working,Higher education,Married,Own House,Laborers,2,9.2,31.8,13,1
36364,5105027,M,N,Y,225000.0,Working,Higher education,Married,Own House,Laborers,2,9.2,31.8,39,1
36365,5105028,M,N,Y,225000.0,Working,Higher education,Married,Own House,Laborers,2,9.2,31.8,4,0
36366,5105029,M,N,Y,225000.0,Working,Higher education,Married,Own House,Laborers,2,9.2,31.8,45,0
36367,5105030,M,N,Y,225000.0,Working,Higher education,Married,Own House,Laborers,2,9.2,31.8,45,1
36368,5105031,F,Y,Y,180000.0,Working,Higher education,Married,Own House,Sales staff,2,0.7,34.6,5,0
36369,5105032,F,Y,Y,180000.0,Working,Higher education,Married,Own House,Sales staff,2,0.7,34.6,5,0
36370,5105033,F,Y,Y,180000.0,Working,Higher education,Married,Own House,Sales staff,2,0.7,34.6,4,0
36371,5105034,F,N,N,121500.0,Working,Secondary education,Married,Own House,Laborers,3,0.3,41.0,11,1
36372,5105035,F,N,N,121500.0,Working,Secondary education,Married,Own House,Laborers,3,0.3,41.0,18,1
36373,5105036,F,N,N,121500.0,Working,Secondary education,Married,Own House,Laborers,3,0.3,41.0,5,0
36374,5105037,F,N,N,121500.0,Working,Secondary education,Married,Own House,Laborers,3,0.3,41.0,18,1
36375,5105038,F,N,N,121500.0,Working,Secondary education,Married,Own House,Laborers,3,0.3,41.0,31,1
36376,5105040,F,N,N,121500.0,Working,Secondary education,Married,Own House,Laborers,3,0.3,41.0,23,1
36377,5105041,F,N,Y,135000.0,Working,Secondary education,Separated,Rented apartment,Laborers,3,2.0,34.2,21,1
36378,5105042,F,N,Y,135000.0,Working,Secondary education,Separated,Rented apartment,Laborers,3,2.0,34.2,21,1
36379,5105043,F,N,Y,135000.0,Working,Secondary education,Separated,Rented apartment,Laborers,3,2.0,34.2,4,1
36380,5105044,F,N,Y,225000.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,62.8,60,1
36381,5105048,F,N,Y,225000.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,62.8,49,1
36382,5105049,F,N,Y,225000.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,62.8,10,0
36384,5105051,F,N,Y,225000.0,Commercial associate,Higher education,Married,Own House,Managers,4,3.2,32.1,16,0
36385,5105052,F,N,Y,225000.0,Commercial associate,Higher education,Married,Own House,Managers,4,3.2,32.1,24,0
36386,5105053,F,N,Y,225000.0,Commercial associate,Higher education,Married,Own House,Managers,4,3.2,32.1,18,1
36388,5105054,F,N,Y,112500.0,Working,Secondary education,Single / not married,Own House,Low-skill Laborers,5,5.1,30.3,5,0
36389,5105058,F,N,Y,112500.0,Commercial associate,Secondary education,Married,Own House,Sales staff,2,0.7,48.1,25,1
36390,5105059,M,N,Y,157500.0,Working,Higher education,Married,Own House,Others,2,1.2,37.5,22,1
36391,5105060,M,N,Y,157500.0,Working,Higher education,Married,Own House,Others,2,1.2,37.5,23,1
36392,5105061,M,N,Y,157500.0,Working,Higher education,Married,Own House,Others,2,1.2,37.5,22,1
36393,5105062,M,N,Y,157500.0,Working,Higher education,Married,Own House,Others,2,1.2,37.5,8,0
36394,5105063,M,N,Y,157500.0,Working,Higher education,Married,Own House,Others,2,1.2,37.5,3,0
36395,5105066,M,N,Y,157500.0,Working,Higher education,Married,Own House,Others,2,1.2,37.5,28,1
36396,5105067,M,N,Y,157500.0,Working,Higher education,Married,Own House,Others,2,1.2,37.5,3,0
36397,5105068,M,N,Y,157500.0,Working,Higher education,Married,Own House,Others,2,1.2,37.5,21,1
36398,5105069,M,N,Y,157500.0,Working,Higher education,Married,Own House,Others,2,1.2,37.5,8,1
36399,5105071,M,N,Y,90000.0,Working,Secondary education,Married,Own House,Laborers,2,12.35,37.4,4,0
36400,5105072,M,N,Y,90000.0,Working,Secondary education,Married,Own House,Laborers,2,12.35,37.4,1,0
36401,5105073,M,N,Y,90000.0,Working,Secondary education,Married,Own House,Laborers,2,12.35,37.4,1,1
36402,5105077,F,Y,Y,276750.0,Working,Higher education,Married,Own House,Others,2,6.8,48.7,14,0
36403,5105078,F,Y,Y,276750.0,Working,Higher education,Married,Own House,Others,2,6.8,48.7,5,1
36404,5105079,F,Y,Y,276750.0,Working,Higher education,Married,Own House,Others,2,6.8,48.7,35,0
36405,5105080,F,Y,Y,276750.0,Working,Higher education,Married,Own House,Others,2,6.8,48.7,30,1
36406,5105081,F,Y,Y,276750.0,Working,Higher education,Married,Own House,Others,2,6.8,48.7,14,0
36407,5105082,F,Y,Y,276750.0,Working,Higher education,Married,Own House,Others,2,6.8,48.7,12,0
36408,5105085,F,Y,Y,276750.0,Working,Higher education,Married,Own House,Others,2,6.8,48.7,47,1
36409,5105086,F,Y,Y,276750.0,Working,Higher education,Married,Own House,Others,2,6.8,48.7,29,1
36410,5105087,F,Y,Y,276750.0,Working,Higher education,Married,Own House,Others,2,6.8,48.7,29,1
36411,5105088,F,Y,Y,276750.0,Working,Higher education,Married,Own House,Others,2,6.8,48.7,25,1
36412,5105089,F,Y,Y,276750.0,Working,Higher education,Married,Own House,Others,2,6.8,48.7,5,0
36416,5105090,F,N,Y,180000.0,Working,Secondary education,Widow,Own House,Laborers,1,11.8,57.4,44,0
36417,5105091,F,N,Y,180000.0,Working,Secondary education,Widow,Own House,Laborers,1,11.8,57.4,44,0
36418,5105098,M,N,N,121500.0,Commercial associate,Secondary education,Married,Own House,Drivers,2,5.0,33.8,48,1
36419,5105099,M,N,N,121500.0,Commercial associate,Secondary education,Married,Own House,Drivers,2,5.0,33.8,26,1
36420,5105100,F,N,Y,135000.0,Working,Higher education,Married,Own House,Accountants,3,8.7,29.2,5,0
36421,5105101,F,N,Y,135000.0,Working,Higher education,Married,Own House,Accountants,3,8.7,29.2,12,0
36422,5105102,F,N,Y,135000.0,Working,Higher education,Married,Own House,Accountants,3,8.7,29.2,33,0
36423,5105103,F,N,Y,135000.0,Working,Higher education,Married,Own House,Accountants,3,8.7,29.2,28,1
36424,5105104,F,N,Y,135000.0,Working,Higher education,Married,Own House,Accountants,3,8.7,29.2,16,0
36425,5105105,F,N,Y,135000.0,Working,Higher education,Married,Own House,Accountants,3,8.7,29.2,30,1
36426,5105107,F,N,Y,135000.0,Working,Higher education,Married,Own House,Accountants,3,8.7,29.2,5,0
36427,5105108,F,N,Y,135000.0,Working,Higher education,Married,Own House,Accountants,3,8.7,29.2,21,0
36428,5105109,F,N,Y,135000.0,Working,Higher education,Married,Own House,Accountants,3,8.7,29.2,21,1
36429,5105110,F,N,Y,135000.0,Working,Higher education,Married,Own House,Accountants,3,8.7,29.2,28,1
36430,5105111,M,Y,N,135000.0,Working,Secondary education,Married,Own House,Laborers,3,3.2,29.0,33,1
36431,5105112,M,Y,N,135000.0,Working,Secondary education,Married,Own House,Laborers,3,3.2,29.0,17,1
36432,5105113,M,Y,N,135000.0,Working,Secondary education,Married,Own House,Laborers,3,3.2,29.0,26,0
36433,5105114,M,Y,N,135000.0,Working,Secondary education,Married,Own House,Laborers,3,3.2,29.0,26,1
36434,5105115,M,Y,N,135000.0,Working,Secondary education,Married,Own House,Laborers,3,3.2,29.0,17,1
36435,5105116,F,N,Y,135000.0,Working,Secondary education,Married,Own House,Low-skill Laborers,3,7.3,51.7,31,1
36436,5105117,F,N,Y,135000.0,Working,Secondary education,Married,Own House,Low-skill Laborers,3,7.3,51.7,31,1
36437,5105118,F,N,Y,135000.0,Working,Secondary education,Married,Own House,Low-skill Laborers,3,7.3,51.7,18,1
36438,5105122,F,N,Y,135000.0,Working,Secondary education,Married,Own House,Low-skill Laborers,3,7.3,51.7,56,1
36439,5105123,F,N,Y,135000.0,Working,Secondary education,Married,Own House,Low-skill Laborers,3,7.3,51.7,18,1
36440,5105124,F,N,Y,135000.0,Working,Secondary education,Married,Own House,Low-skill Laborers,3,7.3,51.7,5,0
36441,5105127,M,Y,Y,157500.0,Working,Secondary education,Married,Own House,Laborers,2,4.4,29.2,32,1
36442,5105128,M,Y,Y,157500.0,Working,Secondary education,Married,Own House,Laborers,2,4.4,29.2,38,1
36443,5105129,M,Y,Y,157500.0,Working,Secondary education,Married,Own House,Laborers,2,4.4,29.2,31,1
36444,5105130,M,Y,Y,157500.0,Working,Secondary education,Married,Own House,Laborers,2,4.4,29.2,26,0
36445,5105131,M,Y,Y,157500.0,Working,Secondary education,Married,Own House,Laborers,2,4.4,29.2,38,1
36446,5105132,M,Y,Y,157500.0,Working,Secondary education,Married,Own House,Laborers,2,4.4,29.2,26,1
36447,5105133,M,Y,Y,157500.0,Working,Secondary education,Married,Own House,Laborers,2,4.4,29.2,26,1
36448,5105134,M,Y,Y,157500.0,Working,Secondary education,Married,Own House,Laborers,2,4.4,29.2,10,0
36449,5105135,M,Y,Y,157500.0,Working,Secondary education,Married,Own House,Laborers,2,4.4,29.2,12,1
36450,5105136,M,Y,Y,157500.0,Working,Secondary education,Married,Own House,Laborers,2,4.4,29.2,26,0
36451,5105137,F,N,Y,112500.0,Working,Secondary education,Single / not married,Own House,Laborers,1,2.8,27.3,16,1
36452,5105138,F,N,Y,112500.0,Working,Secondary education,Single / not married,Own House,Laborers,1,2.8,27.3,4,0
36453,5105139,F,N,Y,112500.0,Working,Secondary education,Single / not married,Own House,Laborers,1,2.8,27.3,17,1
36454,5105140,F,N,Y,112500.0,Working,Secondary education,Single / not married,Own House,Laborers,1,2.8,27.3,5,1
36455,5105141,F,N,Y,112500.0,Working,Secondary education,Single / not married,Own House,Laborers,1,2.8,27.3,13,1
36456,5105142,M,Y,Y,90000.0,Working,Secondary education,Married,Own House,Laborers,3,5.0,39.1,40,1
36457,5105143,M,Y,Y,90000.0,Working,Secondary education,Married,Own House,Laborers,3,5.0,39.1,53,1
36458,5105144,M,Y,Y,90000.0,Working,Secondary education,Married,Own House,Laborers,3,5.0,39.1,44,1
36460,5105145,F,N,Y,90000.0,Working,Higher education,Married,Own House,Sales staff,2,4.8,51.9,1,0
36461,5105146,F,N,Y,90000.0,Working,Higher education,Married,Own House,Sales staff,2,4.8,51.9,5,0
36462,5105147,F,N,Y,90000.0,Working,Higher education,Married,Own House,Sales staff,2,4.8,51.9,1,0
36463,5105150,F,N,Y,90000.0,Working,Higher education,Married,Own House,Sales staff,2,4.8,51.9,5,1
36464,5105155,M,N,Y,202500.0,Pensioner,Higher education,Civil marriage,Own House,Unemployed,3,0.0,49.7,2,0
36465,5105156,F,Y,Y,112500.0,Working,Higher education,Married,Own House,Accountants,4,8.9,36.7,8,1
36466,5105158,F,Y,Y,112500.0,Working,Higher education,Married,Own House,Accountants,4,8.9,36.7,48,1
36469,5105159,M,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,4,5.0,33.5,36,1
36470,5105160,M,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,4,5.0,33.5,40,1
36471,5105161,M,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,4,5.0,33.5,40,1
36472,5105162,M,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,4,5.0,33.5,40,1
36473,5105163,M,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,4,5.0,33.5,35,1
36474,5105164,M,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,4,5.0,33.5,24,1
36475,5105165,M,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,4,5.0,33.5,5,0
36476,5105166,M,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,4,5.0,33.5,40,1
36477,5105167,M,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,4,5.0,33.5,41,1
36478,5105168,M,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,4,5.0,33.5,40,1
36479,5105169,M,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,4,5.0,33.5,39,1
36480,5105170,M,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,4,5.0,33.5,40,1
36481,5105171,M,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,4,5.0,33.5,39,1
36482,5105172,M,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,4,5.0,33.5,40,1
36483,5105173,M,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,4,5.0,33.5,45,1
36484,5105174,F,N,Y,189000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,57.8,41,1
36485,5105177,F,N,Y,189000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,57.8,41,1
36487,5105178,M,N,Y,180000.0,Working,Secondary education,Married,Own House,Laborers,2,2.3,44.3,44,1
36488,5105181,M,N,Y,180000.0,Working,Secondary education,Married,Own House,Laborers,2,2.3,44.3,37,1
36489,5105183,M,N,Y,180000.0,Working,Secondary education,Married,Own House,Laborers,2,2.3,44.3,32,1
36490,5105184,M,N,Y,180000.0,Working,Secondary education,Married,Own House,Laborers,2,2.3,44.3,37,1
36491,5105185,M,N,Y,180000.0,Working,Secondary education,Married,Own House,Laborers,2,2.3,44.3,32,1
36492,5105186,M,N,Y,276750.0,Commercial associate,Higher education,Single / not married,Own House,Laborers,1,1.5,28.8,3,1
36493,5105187,M,N,Y,276750.0,Commercial associate,Higher education,Single / not married,Own House,Laborers,1,1.5,28.8,26,0
36494,5105188,M,N,Y,276750.0,Commercial associate,Higher education,Single / not married,Own House,Laborers,1,1.5,28.8,28,1
36495,5105189,M,N,Y,276750.0,Commercial associate,Higher education,Single / not married,Own House,Laborers,1,1.5,28.8,34,0
36496,5105190,M,N,Y,276750.0,Commercial associate,Higher education,Single / not married,Own House,Laborers,1,1.5,28.8,40,0
